ID,age,male,friend_cnt,avg_friend_age,avg_friend_male,friend_country_cnt,subscriber_friend_cnt,songsListened,lovedTracks,posts,playlists,shouts,adopter,tenure,good_country
30081,25,0,32,24.17647059,0.310344828,13,1,44422,38,3,0,18,0,66,0
30082,22,1,3,22.33333333,0.666666667,1,0,2447,0,0,0,10,0,32,0
30083,18,1,26,20.35,0.833333333,7,1,38722,362,0,2,5,0,35,0
30084,24,1,4,23.25,0.5,1,0,14282,9,2,0,2,0,73,0
30085,29,1,52,26.75757576,0.783783784,3,1,21564,103,0,1,3,0,89,1
30086,20,1,6,20.2,0.833333333,1,0,4133,33,0,1,9,0,51,1
30087,25,1,8,23.85714286,0.833333333,1,0,13697,0,0,0,3,0,83,1
30088,27,1,2,26,1,1,0,6245,60,0,1,1,0,52,0
30089,19,1,1,19,0,1,0,27,1,0,1,0,0,17,0
30090,24,1,6,23.5,1,1,0,3113,104,0,0,7,0,40,0
30091,21,1,1,21,1,1,0,135,2,0,0,0,0,65,1
30092,21,1,13,19.14285714,0.7,9,0,60903,17,3,2,206,0,38,1
30093,23,1,2,23,0.5,2,0,18117,2,0,0,1,0,39,0
30094,23,1,1,22,0,1,0,223,1,0,0,2,0,44,0
30095,17,0,15,19.30769231,0.538461539,4,0,46185,16,0,1,119,0,46,0
30096,30,1,11,31.75,0.833333333,2,1,21177,60,0,0,1,0,38,1
30097,27,0,13,27,0.4,3,0,25290,15,3,1,23,0,58,0
30098,19,0,36,21.61538462,0.892857143,10,1,12462,16,3,1,57,0,45,1
30099,16,1,1,19,1,1,0,15834,9,0,0,1,0,41,0
30100,18,0,74,21.73584906,0.629032258,15,1,84520,19,0,0,29,0,25,0
30101,21,0,311,22.67729084,0.916666667,34,5,175680,134,0,1,25,0,46,0
30102,19,0,3,23.5,0.5,1,0,11769,2,0,0,9,0,48,0
30103,29,0,11,25.42857143,0.625,4,0,2995,119,0,1,60,0,48,0
30104,27,0,5,24.5,0.6,2,0,17131,57,2,0,7,0,70,0
30105,15,0,1,23,0,1,0,2876,2,0,1,2,0,7,0
30106,32,0,24,29.46666667,0.578947368,9,1,11097,101,0,1,4,0,59,0
30107,20,0,1,20,1,1,0,168,81,0,1,1,0,27,1
30108,18,0,4,21,0.75,4,0,1050,12,0,1,3,0,45,0
30109,20,0,60,20.65454546,0.576271186,18,0,40024,97,7,1,34,0,60,0
30110,16,0,38,17.57142857,0.257142857,7,0,7590,171,0,0,52,0,32,0
30111,16,1,5,17.2,0.8,3,0,12454,241,0,0,2,0,4,0
30112,27,1,6,22,0.6,1,0,1042,16,0,0,0,0,10,0
30113,22,1,13,23.4,0.714285714,2,0,13621,19,1,1,12,0,60,0
30114,23,1,1,22,0,1,0,12,0,0,0,2,0,38,0
30115,24,0,3,24.5,1,1,0,2231,45,0,1,1,0,48,0
30116,31,1,5,26.66666667,0.6,2,0,3652,3,0,0,6,0,61,0
30117,24,0,2,28.5,1,2,0,84,0,0,0,4,0,50,0
30118,25,0,18,26.125,0.923076923,5,0,73041,1086,0,2,10,0,32,1
30119,19,1,31,20.30769231,0.785714286,8,0,33003,257,1,0,12,0,37,0
30120,17,1,2,19,0.5,1,0,968,4,0,0,2,0,35,0
30121,25,1,13,21.44444444,0.454545455,8,1,9526,45,0,1,5,0,35,1
30122,24,1,20,24.44444444,0.789473684,2,1,6448,67,0,1,5,0,72,0
30123,19,1,3,19,0.333333333,1,0,2016,0,0,1,3,0,17,0
30124,24,1,36,27.71428571,0.882352941,13,1,12051,274,44,1,77,0,78,0
30125,22,0,2,21.5,0,1,0,3,13,0,0,1,0,13,0
30126,22,1,47,21.5945946,0.119047619,9,0,29316,219,0,0,130,0,23,0
30127,17,1,10,17,0.777777778,2,0,46102,15,2,0,18,0,18,0
30128,28,1,20,28.64285714,0.8,4,2,193567,1203,11,1,49,0,86,0
30129,25,0,28,27.71428571,0.916666667,7,1,18284,8,0,1,25,0,67,0
30130,26,0,15,22.76923077,0.142857143,2,0,1041,7,0,0,1,0,45,1
30131,20,1,3,18,0.333333333,1,0,1993,12,0,0,0,0,6,0
30132,22,1,43,21.29411765,0.594594595,3,0,16243,70,0,0,16,0,45,0
30133,24,1,16,24.72727273,0.692307692,8,1,203178,835,62,1,10,0,75,1
30134,21,1,7,21.8,0.571428571,3,0,4930,46,0,0,16,0,61,0
30135,27,0,340,28.23913044,0.650519031,46,18,84464,735,11,1,744,0,69,0
30136,38,1,1,41,0,1,0,131,2,0,0,2,0,58,0
30137,30,1,4,31.5,0,2,0,14994,0,0,0,10,0,70,1
30138,26,1,3,27,0.333333333,1,0,713,19,0,1,4,0,52,0
30139,25,0,10,26.85714286,0.571428571,1,1,20902,39,0,0,7,0,28,1
30140,23,1,5,22,0.75,1,1,20183,13,0,0,0,0,19,0
30141,40,1,34,31.66666667,0.6,11,1,8057,415,13,1,24,0,68,1
30142,21,0,3,21.33333333,0.666666667,1,0,4948,28,1,0,1,0,67,0
30143,23,1,22,20.07692308,0.421052632,3,0,30851,336,3,0,10,0,22,0
30144,19,1,1,20,1,1,0,9573,17,0,0,37,0,25,0
30145,25,0,1,23,0,1,0,10733,0,0,0,4,0,45,0
30146,28,1,1,22,1,1,0,6,0,0,0,1,0,27,0
30147,22,1,21,28.33333333,0.6,9,0,1541,32,0,0,31,0,27,0
30148,21,1,1,25,1,1,0,24,0,0,1,1,0,58,0
30149,22,1,6,21,0.5,1,0,40038,18,0,0,3,0,69,1
30150,24,0,5,23,1,1,0,7492,12,0,1,1,0,36,1
30151,24,0,66,23.98148148,0.85483871,14,0,39381,94,0,0,132,0,39,0
30152,23,1,1,21,1,1,0,8433,180,0,0,2,0,47,1
30153,22,0,26,22.71428571,0.578947368,10,0,9778,92,0,2,20,0,20,1
30154,19,1,101,21.58108108,0.677777778,17,1,47858,628,0,1,80,0,37,0
30155,15,1,32,20.20833333,0.592592593,13,1,5403,103,0,1,19,0,9,0
30156,24,0,3,24,0.333333333,1,0,3664,3,0,1,2,0,45,1
30157,17,0,8,18.75,0.875,1,0,13,14,3,1,3,0,15,1
30158,16,0,15,20.93333333,0.133333333,3,0,905,11,0,0,1,0,11,0
30159,24,0,1,25,0,1,0,280,0,0,0,2,0,50,1
30160,26,0,23,28.05882353,0.789473684,3,1,27175,360,0,1,24,0,38,1
30161,18,0,2,16,0,1,0,273,1,0,0,1,0,31,0
30162,24,1,2,24,0.5,1,0,195,8,0,1,2,0,55,0
30163,24,0,5,24.5,0.666666667,1,0,4388,18,0,0,2,0,19,0
30164,30,1,1,27,1,1,0,0,0,0,0,1,0,16,0
30165,21,1,13,22.75,1,3,0,133,0,2,0,4,0,78,1
30166,24,1,31,24.25925926,0.571428571,5,2,31409,115,0,1,37,0,46,0
30167,25,1,31,21.95833333,0.366666667,6,1,6233,0,1,0,0,0,62,0
30168,40,1,11,34,0.3,3,2,3256,345,0,3,2,0,33,1
30169,32,1,14,24.23076923,0.923076923,5,0,18364,16,0,0,2,0,11,0
30170,31,1,4,28,0.666666667,1,0,23566,73,0,1,1,0,54,1
30171,27,1,29,22.60869565,0.538461539,11,1,128,5,0,0,21,0,11,1
30172,34,0,3,32.66666667,1,1,0,106,4,0,1,4,0,49,1
30173,22,0,5,20.8,0.5,1,0,1424,11,0,0,6,0,33,1
30174,20,0,10,20,0,2,0,71984,16,0,1,4,0,72,0
30175,26,1,9,25.28571429,0.888888889,1,0,12916,0,0,0,6,0,71,0
30176,36,1,2,33,1,1,0,191,15,0,1,1,0,57,1
30177,22,0,1,21,0,1,0,36,9,0,1,1,0,56,0
30178,22,0,20,22.92857143,0.833333333,4,2,27232,76,0,0,101,0,40,1
30179,23,0,2,28,0,2,0,22,24,0,0,0,0,31,0
30180,22,1,10,23.88888889,0.777777778,3,0,21216,14,2,1,10,0,68,1
30181,22,0,79,26.22580645,0.835616438,21,2,27753,182,11,1,61,0,57,0
30182,27,1,2,23,1,1,0,120,5,0,1,2,0,55,0
30183,41,1,2,50,1,1,0,6677,56,0,1,3,0,55,0
30184,27,1,5,27,0.666666667,1,0,4746,47,1,0,0,0,69,0
30185,21,0,23,22.18181818,0.529411765,4,0,10306,1,0,1,18,0,67,1
30186,20,1,5,20.8,0,2,0,27,0,0,0,3,0,26,0
30187,21,1,14,21.5,0.5,2,0,64909,143,0,0,7,0,41,1
30188,20,0,4,32,0.5,2,0,10618,17,0,0,1,0,16,0
30189,15,0,2,16,0,1,0,20559,0,0,0,3,0,15,0
30190,24,1,588,22.36788618,0.545966229,33,4,38237,1146,7,0,849,0,27,0
30191,22,0,7,23.2,0.666666667,2,0,2549,138,0,0,5,0,15,1
30192,23,1,2,24.5,0,1,0,8,6,0,0,2,0,64,0
30193,26,1,3,26.5,1,1,0,12308,0,1,0,12,0,68,0
30194,18,1,5,18.33333333,1,2,0,10890,14,0,0,2,0,24,0
30195,24,1,8,26,0.833333333,2,0,5239,49,0,0,27,0,34,1
30196,18,1,16,17.92857143,0.333333333,3,0,45263,307,30,1,208,0,34,0
30197,28,1,10,26.5,0.777777778,2,0,2835,56,0,1,10,0,33,1
30198,20,0,18,25,0.769230769,2,1,22118,17,0,1,11,0,52,0
30199,23,1,3,24,0,1,0,28223,49,0,1,0,0,33,1
30200,19,1,14,18.83333333,0.692307692,1,0,22476,157,0,0,12,0,47,0
30201,18,1,1,18,1,1,0,914,15,0,0,1,0,23,0
30202,29,0,1,34,1,1,0,133,31,0,1,4,0,22,1
30203,18,1,3,21.33333333,0.333333333,1,0,3501,97,0,1,1,0,12,0
30204,23,0,15,23.66666667,0.857142857,3,1,6267,93,3,1,5,0,47,0
30205,25,1,1,25,0,0,0,15882,9,1,0,2,0,60,1
30206,27,1,23,23.94736842,0.428571429,6,2,18578,16,0,0,55,0,89,1
30207,26,1,1,33,0,1,0,11957,29,0,0,3,0,67,0
30208,33,1,1,27,0,1,0,0,0,0,0,2,0,50,0
30209,26,1,9,25,0.75,2,0,102569,478,0,1,0,0,57,1
30210,20,0,1,21,1,1,0,5497,13,0,1,1,0,30,0
30211,15,0,94,18.07692308,0.435897436,13,0,10760,0,0,0,31,0,40,1
30212,24,0,3,22.5,1,1,0,1290,41,0,1,1,0,38,0
30213,24,0,1,23,0,1,0,25,19,0,1,1,0,38,0
30214,28,0,2,41,1,1,0,9,6,0,1,1,0,40,1
30215,29,0,9,26,0.833333333,1,0,6656,4,4,0,3,0,77,1
30216,34,1,60,33.475,0.697674419,17,17,137424,135,17,2,298,0,59,0
30217,24,0,14,28.7,1,7,2,8455,114,0,1,13,0,65,0
30218,19,0,38,22.09677419,0.617647059,3,1,8000,96,1,0,0,0,19,0
30219,23,0,22,22.73684211,0.954545455,4,3,27659,16,0,1,22,0,58,0
30220,28,1,1,27,0,1,0,185,10,0,0,1,0,24,1
30221,22,1,3,22,1,2,0,79,7,0,1,0,0,23,0
30222,26,1,3,21,0.5,1,0,0,1,0,1,6,0,39,0
30223,23,1,16,28,0.9375,1,2,16897,0,0,0,1,0,10,1
30224,21,0,31,22.73913044,0.482758621,5,0,14600,63,11,1,32,0,32,0
30225,18,0,7,21.8,0.857142857,1,0,22726,25,0,0,4,0,19,1
30226,24,1,6,23.6,0.5,1,1,1361,0,0,0,9,0,70,1
30227,20,1,82,20.88059702,0.444444444,24,1,9276,103,76,0,0,0,42,0
30228,46,1,1,26,0,1,0,0,0,0,0,1,0,37,0
30229,23,1,1,23,1,1,0,17099,0,0,1,1,0,46,1
30230,29,1,7,30,0.571428571,4,0,13869,14,0,1,17,0,59,1
30231,18,1,1,31,0,1,0,232,146,0,0,1,0,27,1
30232,31,0,22,30.35294118,0.611111111,1,0,47415,313,0,1,13,0,59,1
30233,19,1,6,19.8,1,1,0,20130,43,0,1,9,0,56,1
30234,19,0,8,22.125,0.75,2,0,3468,5,2,0,0,0,41,0
30235,19,0,2,21.5,1,1,0,12,5,0,1,2,0,56,1
30236,37,1,9,25,0,2,0,65563,257,0,1,1,0,53,1
30237,29,1,37,27.90322581,0.114285714,8,1,9122,509,1,14,4,0,32,0
30238,24,1,5,24.33333333,0.75,1,0,9636,32,0,0,3,0,56,0
30239,22,1,444,20.60857909,0.146282974,23,3,76923,104,0,2,538,0,49,1
30240,22,1,3,22,1,1,0,11514,12,0,1,1,0,59,0
30241,28,1,51,22.35,0.558139535,4,0,35364,13,0,1,50,0,54,0
30242,27,1,5,27,1,3,0,23873,0,0,1,2,0,48,0
30243,21,1,4,23,0.75,1,0,2939,21,1,1,6,0,45,0
30244,19,1,28,19.04545455,0.666666667,5,0,10171,15,0,0,6,0,19,0
30245,21,1,11,21.22222222,0.666666667,2,0,8523,44,0,0,2,0,17,1
30246,27,1,12,24.83333333,0.375,3,0,3962,199,2,1,15,0,63,0
30247,20,1,2,25.5,0,1,0,2415,1,0,0,1,0,12,1
30248,21,1,14,23.07692308,0.714285714,1,0,1156,0,0,0,7,0,45,1
30249,22,1,14,21.6,0.545454546,3,0,33399,0,0,0,7,0,35,0
30250,22,0,6,21.4,0.4,2,0,99,5,1,2,5,0,37,0
30251,21,1,32,22.52,0.740740741,4,0,43736,0,0,0,0,0,74,1
30252,23,1,2,23,1,1,0,73,12,0,1,1,0,58,1
30253,24,1,28,31.35,0.846153846,8,3,114772,0,6,0,39,0,44,0
30254,43,1,29,30.375,0.863636364,6,4,601149,174,2,0,1,0,50,0
30255,21,1,32,24.88461539,0.766666667,13,1,4059,449,0,0,9,0,22,1
30256,22,1,4,18,1,2,0,1145,25,0,0,0,0,69,0
30257,29,1,2,26.5,0.5,1,0,2327,1,0,1,1,0,58,1
30258,22,1,4,22,0.5,1,0,7873,49,0,0,11,0,40,1
30259,34,1,1,28,1,1,0,0,0,0,1,2,0,45,1
30260,22,1,37,22.56666667,0.529411765,1,0,22285,13,0,1,50,0,65,1
30261,22,1,3,22,0,1,0,3,15,0,1,2,0,37,1
30262,16,1,20,19.11764706,0.52631579,9,0,169,145,0,1,8,0,18,0
30263,22,1,2,23,0,1,0,6586,0,1,1,2,0,68,1
30264,25,0,2,24,0,1,0,78,11,0,0,3,0,10,1
30265,23,0,20,24.2,0.941176471,6,0,8621,0,0,1,2,0,65,0
30266,15,0,4,17.66666667,0,2,0,416,9,0,0,1,0,7,1
30267,20,0,6,20.5,0,2,0,3706,0,0,0,7,0,49,1
30268,44,1,133,27.23076923,0.096,32,13,5124,422,1,0,94,0,17,1
30269,21,1,4,20,1,2,0,60921,154,16,0,4,0,80,1
30270,20,1,10,21.85714286,1,2,0,40733,0,1,1,11,0,68,1
30271,37,1,2,35,1,1,0,916,88,0,1,3,0,45,1
30272,26,1,2,24.5,1,1,0,440,0,0,0,1,0,68,0
30273,34,1,2,29.5,0.5,1,0,60,8,0,0,1,0,66,0
30274,25,1,24,23.8,0.590909091,2,0,38373,175,0,0,43,0,41,1
30275,18,1,5,19,0.75,1,0,3153,0,0,0,1,0,22,1
30276,20,1,1,19,0,1,0,0,0,0,0,2,0,50,0
30277,32,1,3,30,1,1,0,2728,12,0,1,1,0,58,1
30278,24,1,1,24,0,1,0,14,1,0,0,2,0,28,1
30279,21,1,42,23.1,0.8,9,1,168545,0,4,0,93,0,69,0
30280,18,1,1,21,0,1,0,0,0,0,0,4,0,62,0
30281,31,1,8,28.4,0.25,2,1,29717,0,0,0,72,0,33,0
30282,19,1,23,19.05555556,0.45,7,0,60147,111,0,1,48,0,30,1
30283,25,1,8,22.66666667,0.666666667,2,0,26197,0,0,0,2,0,36,0
30284,24,0,1,20,1,1,0,12,2,0,0,0,0,49,0
30285,18,1,13,18.6,0.6,6,1,18654,156,1,0,8,0,39,0
30286,32,1,78,26.26415094,0.268656716,14,9,115795,101,1,1,74,0,39,1
30287,22,1,13,21.92307692,0.769230769,1,0,41326,0,0,0,5,0,20,0
30288,26,1,29,24.94117647,0.666666667,5,0,53048,736,0,0,7,0,54,1
30289,34,0,8,35,0.571428571,1,0,19,0,0,0,0,0,87,0
30290,23,1,13,23.33333333,0.583333333,3,0,14633,0,17,1,28,0,71,1
30291,22,0,7,23.5,0.6,3,0,7760,7,0,0,3,0,29,0
30292,35,1,1,28,1,1,0,0,1,0,0,2,0,20,0
30293,44,0,1,17,1,1,0,13,10,0,1,1,0,48,1
30294,21,1,15,20.5,0.923076923,2,0,13592,63,0,0,9,0,20,0
30295,18,1,1,16,0,1,0,0,4,0,5,2,0,31,0
30296,23,1,3,22.33333333,0.333333333,1,0,1108,0,0,1,0,0,46,0
30297,25,1,34,26.92592593,0.64516129,4,1,13630,63,1,1,17,0,76,1
30298,34,1,6,34.2,1,3,0,26154,37,5,0,16,0,53,0
30299,22,1,17,20.75,0.411764706,6,0,1058,15,0,1,17,0,50,0
30300,16,1,16,22.58333333,0.071428571,7,0,6700,11,0,3,7,0,40,0
30301,21,0,13,22.41666667,0.8,2,1,26946,0,1,0,12,0,68,1
30302,19,0,5,21,1,3,0,8279,80,0,1,5,0,36,0
30303,23,0,11,25.5,0.454545455,3,0,23104,154,1,1,13,0,39,1
30304,21,0,4,21.5,0.5,1,0,7522,61,0,0,3,0,20,1
30305,29,0,3,29,1,1,0,295,9,0,1,2,0,45,0
30306,20,0,7,24.16666667,0.857142857,1,0,234,0,0,0,2,0,48,0
30307,35,1,6,31,0.4,3,1,2392,13,4,1,5,0,37,0
30308,24,0,5,24,0.6,1,1,15287,1,0,0,2,0,29,1
30309,21,0,4,23,1,2,0,5100,51,2,1,18,0,43,1
30310,29,0,1,31,1,1,0,627,75,0,2,3,0,21,1
30311,24,0,69,24.79310345,0.64516129,8,0,47716,160,0,1,63,0,72,1
30312,26,1,1,27,1,1,0,5960,164,0,1,1,0,39,0
30313,19,1,11,18.875,0.545454546,2,0,19055,0,0,0,37,0,28,0
30314,25,1,9,22.83333333,0.5,1,0,44836,5,0,1,7,0,59,0
30315,27,1,4,23,0,1,0,2926,2,0,1,4,0,56,0
30316,19,1,6,20.5,0.8,2,0,268,8,0,0,6,0,39,0
30317,19,1,2,19,0,1,0,6363,0,0,1,5,0,36,0
30318,26,1,3,27,1,3,1,355,1,0,1,2,0,48,0
30319,19,0,13,20.25,0.125,1,0,13254,38,0,1,9,0,51,0
30320,24,1,147,24.98979592,0.368,31,6,16671,162,0,0,113,0,47,1
30321,34,1,6,23.66666667,1,5,0,9716,0,0,1,3,0,54,0
30322,30,1,515,27.29859155,0.871194379,52,22,108542,201,1,0,92,0,54,1
30323,19,0,49,20.09756098,0.630434783,4,0,35021,589,5,0,104,0,53,0
30324,24,0,21,24.35294118,0.75,9,0,12870,54,0,1,11,0,27,0
30325,25,1,10,24.125,0.75,2,1,14011,2,0,0,21,0,48,0
30326,21,1,7,20.2,0.857142857,1,0,31178,35,5,0,21,0,45,0
30327,18,1,2,23,1,1,1,22689,0,0,0,3,0,18,0
30328,19,1,20,20.875,0.6875,4,0,22487,35,7,1,29,0,48,0
30329,20,1,26,23.6,0.458333333,11,0,4269,12,0,1,7,0,38,0
30330,22,1,8,22.25,0.75,1,0,17272,0,0,0,4,0,44,0
30331,31,1,6,22,0.333333333,1,0,51442,60,2,0,17,0,61,0
30332,23,1,39,23.34482759,0.571428571,3,0,32460,9,0,1,192,0,68,0
30333,18,1,9,18.5,0.625,1,0,1905,0,0,0,3,0,15,0
30334,25,1,1,25,1,1,0,2345,0,0,0,0,0,77,0
30335,21,1,27,20.66666667,0.461538462,3,0,78238,136,0,1,74,0,52,0
30336,23,1,23,20.4,0.476190476,2,0,27467,105,0,1,13,0,35,0
30337,22,0,29,26.52,0.791666667,2,2,12828,5,0,1,20,0,58,0
30338,25,0,1,23,0,1,0,2189,0,0,1,3,0,58,0
30339,22,0,1,72,0,1,0,37,29,0,1,1,0,41,0
30340,19,0,1,21,1,1,0,0,0,0,0,1,0,50,0
30341,20,1,14,23.23076923,0.454545455,1,0,4386,39,0,0,8,0,6,0
30342,24,1,13,22.71428571,0.555555556,5,0,62206,19,2,0,27,0,39,1
30343,24,0,14,24.55555556,0.7,3,1,34881,970,6,2,7,0,66,0
30344,30,1,1,26,0,0,0,0,0,0,0,2,0,25,0
30345,17,1,3,19.66666667,1,1,0,383,0,0,0,0,0,36,0
30346,19,1,11,19.71428571,1,2,0,13500,16,0,0,6,0,33,1
30347,25,1,3,28,1,1,0,1155,0,0,0,1,0,67,1
30348,18,0,12,19,0.636363636,2,0,5020,93,0,0,4,0,5,0
30349,20,0,27,20.91304348,0.615384615,7,0,43946,16,2,0,187,0,28,0
30350,22,1,9,27.2,0.4,4,1,44624,122,0,0,3,0,34,0
30351,19,1,16,21.07692308,0.866666667,4,0,6497,42,0,0,3,0,12,0
30352,21,1,14,22.83333333,0.769230769,1,0,14795,44,2,0,1,0,46,0
30353,20,1,9,21.14285714,0.222222222,1,0,913,1,20,0,27,0,63,0
30354,21,0,2,21.5,0,1,0,0,0,0,0,3,0,21,0
30355,17,1,11,19.28571429,0.444444444,6,1,10751,882,3,0,10,0,11,0
30356,23,1,4,24.75,0.333333333,1,0,292,0,0,1,4,0,58,0
30357,20,0,9,25,0.4,6,0,2712,923,7,0,7,0,70,0
30358,19,0,31,19.04,0.793103448,1,1,32970,127,19,1,34,0,53,0
30359,30,1,7,18.42857143,0.285714286,7,1,15530,19,0,0,3,0,33,1
30360,31,1,3,30,1,2,0,1472,5,0,0,5,0,57,1
30361,16,1,19,19.07142857,0.375,6,0,23953,189,0,0,23,0,24,0
30362,27,1,56,23.74468085,0.019607843,14,1,5310,3,0,0,9,0,38,0
30363,24,1,115,23.44791667,0.018181818,31,3,31312,120,0,3,75,0,46,0
30364,40,1,4,29.33333333,1,1,0,77,52,0,0,3,0,28,1
30365,25,1,12,24,0.6,3,0,213843,0,0,0,11,0,84,1
30366,20,0,389,24.35514019,0.619047619,46,7,34205,839,7,0,204,0,69,0
30367,29,0,2,30.5,1,2,0,446,15,0,1,1,0,69,0
30368,22,0,19,23.66666667,0.888888889,2,0,14484,87,0,0,11,0,42,0
30369,17,0,8,17.6,0.142857143,1,0,3223,14,0,0,7,0,8,0
30370,22,0,8,19.14285714,0.142857143,1,0,2420,25,0,0,3,0,15,0
30371,23,1,12,23.28571429,0.875,1,0,12992,54,0,0,12,0,47,1
30372,20,1,16,20.4,0.733333333,4,0,3758,74,1,0,5,0,53,0
30373,22,1,1,24,1,1,0,2260,0,0,0,1,0,8,0
30374,19,1,28,20.68,0.464285714,4,0,38382,25,0,0,51,0,29,0
30375,23,1,17,26.85714286,0.875,5,0,18612,9,10,0,35,0,38,0
30376,20,0,23,23.83333333,0.761904762,3,0,97794,0,0,1,20,0,61,1
30377,26,0,20,25.61111111,0.882352941,8,1,16848,0,0,1,21,0,53,0
30378,26,0,16,26.35714286,0.571428571,1,0,20531,0,0,0,15,0,42,0
30379,20,0,1,21,1,1,0,459,5,0,1,3,0,55,1
30380,18,0,1,18,0,1,0,18,0,0,1,2,0,13,0
30381,20,1,4,22,0.333333333,1,0,64979,1,0,0,9,0,61,1
30382,32,0,2,29,0.5,1,0,578,0,0,0,2,0,18,0
30383,21,0,88,26.42857143,0.8,21,3,57137,17,3,0,126,0,62,0
30384,18,0,60,18.58,0.5,6,0,37574,110,3,1,111,0,39,0
30385,18,0,11,18.66666667,0.3,2,0,1237,0,0,0,37,0,34,0
30386,23,0,2,26,0,1,0,889,0,0,1,2,0,57,0
30387,25,1,16,22.44444444,0.769230769,3,0,15853,340,1,1,1,0,32,0
30388,16,0,8,16.57142857,0.714285714,2,0,1547,4,0,2,1,0,10,0
30389,23,0,10,24.25,0.875,3,0,11,30,0,1,6,0,30,0
30390,25,1,26,25,0.65,3,1,13603,1,0,0,6,0,44,0
30391,15,0,12,16.36363636,0.363636364,2,0,1489,31,0,0,4,0,6,0
30392,22,1,3,22.33333333,1,1,0,0,0,0,0,2,0,18,0
30393,18,1,14,19.72727273,0.818181818,6,0,45218,65,1,0,4,0,33,1
30394,28,1,1,28,1,1,0,2428,15,0,0,0,0,64,0
30395,14,1,1,19,1,1,0,1472,15,0,1,1,0,18,1
30396,28,0,19,29.76923077,0.733333333,8,2,2894,42,0,0,11,0,46,0
30397,25,1,116,22.3125,0.161904762,29,1,5103,223,2,1,339,0,37,0
30398,24,0,10,22.71428571,0.75,1,0,14461,51,0,0,6,0,19,1
30399,24,1,3,21.66666667,0.666666667,1,0,25780,23,7,1,2,0,56,0
30400,17,1,4,18.33333333,0.25,2,0,0,0,0,0,2,0,7,0
30401,18,0,3,19.66666667,0.666666667,1,0,1426,31,0,0,4,0,21,0
30402,31,0,2,17,1,1,0,5654,72,0,0,2,0,69,1
30403,23,1,3,23,1,1,0,5763,33,0,1,2,0,61,0
30404,26,1,7,23.5,0.666666667,1,0,4029,0,1,1,6,0,48,0
30405,18,1,2,21,0,1,0,2425,0,0,0,10,0,39,0
30406,23,1,7,21.4,0,4,0,1555,12,0,0,2,0,36,1
30407,36,1,2,33,0.5,1,0,28734,0,0,1,2,0,34,0
30408,29,0,18,29,1,11,0,145171,9,0,1,2,0,67,0
30409,22,1,9,20.75,0.666666667,3,0,2139,0,0,0,9,0,9,0
30410,16,1,5,17,0.25,2,0,7211,60,0,0,4,0,25,1
30411,38,1,31,29.36842105,0.615384615,14,3,7448,211,0,2,22,0,45,0
30412,17,1,54,19.83333333,0.816326531,7,1,67351,172,0,1,16,0,63,0
30413,21,1,1,22,0,1,0,5,0,0,0,1,0,24,0
30414,24,1,7,27.25,0.666666667,3,0,1294,200,0,1,2,0,48,1
30415,22,1,7,24,0.666666667,1,0,100531,1,1,0,3,0,71,0
30416,14,1,1,21,0,1,0,18,0,0,1,4,0,33,0
30417,30,1,4,30,1,2,0,391,31,0,1,1,0,47,0
30418,20,1,1,17,1,1,0,4806,8,0,0,0,0,11,1
30419,19,1,1,18,0,1,0,856,1,0,0,3,0,26,0
30420,25,1,3,28.5,1,1,0,357,40,1,0,4,0,36,0
30421,23,1,128,22.76923077,0.858333333,24,2,53411,30,0,1,147,0,60,0
30422,19,1,7,19.71428571,0.285714286,1,0,61,0,0,0,2,0,30,0
30423,20,1,11,22.5,0.833333333,3,0,14095,77,0,0,13,0,24,0
30424,36,1,1,38,1,1,0,1563,95,1,1,4,0,32,0
30425,28,1,2,23.5,0,1,0,3557,79,0,1,1,0,45,0
30426,25,1,4,30,0.25,1,0,22,2,0,2,1,0,21,0
30427,24,1,3,24.66666667,1,1,0,2239,0,0,0,3,0,56,0
30428,24,1,2,22,0.5,2,0,798,10,0,1,1,0,72,0
30429,21,1,5,22.25,0.5,3,0,74950,347,0,0,5,0,40,1
30430,29,1,2,31,1,1,0,5606,20,0,0,0,0,63,0
30431,27,1,25,26.31578947,0.818181818,8,0,25475,177,3,1,15,0,60,0
30432,17,1,2,19.5,0.5,2,0,2513,0,0,1,0,0,46,0
30433,24,0,1,22,1,1,0,1641,124,0,1,3,0,38,0
30434,25,1,4,28,0.75,3,1,24245,4,0,0,2,0,79,0
30435,23,1,10,22.71428571,0.555555556,4,0,11728,23,0,0,6,0,16,0
30436,20,1,2,22,1,2,0,143,7,1,1,2,0,46,0
30437,24,0,20,25.93333333,0.5,3,1,12322,18,0,0,10,0,34,0
30438,17,1,53,18.84090909,0.68,8,1,21148,11,0,0,3,0,30,0
30439,19,0,5,19.8,0.4,2,0,57995,190,0,0,44,0,66,0
30440,25,1,1,21,0,1,0,101,0,0,0,1,0,74,0
30441,23,0,88,23.15942029,0.6625,17,0,4590,535,1,1,223,0,24,0
30442,19,1,8,18.2,0.375,3,0,4109,59,0,2,4,0,24,1
30443,24,1,16,25.09090909,0.857142857,3,0,14312,1,15,2,3,0,63,0
30444,18,1,22,20.93333333,0.555555556,7,0,48249,428,2,0,96,0,35,1
30445,25,0,2,23,0,1,0,37046,91,2,0,4,0,61,0
30446,21,0,3,21,1,1,0,1927,0,0,1,3,0,46,1
